folio,upm,estrato,hs04_0060,hs04_0061,hs04_0061_cod,hs04_0062,hs04_0062_cod,hs04_0063,hs04_0064,hs04_0064_cod,hs04_0065,hs04_0065_cod,hs04_0066,hs04_0067,hs04_0067_cod,hs04_0068,hs04_0069,hs04_0070,hs04_0070_cod,hs04_0071,hs04_0072,hs04_0073,hs04_0074,hs04_0075,hs04_0076,hs04_0076_cod,hs04_0077,hs04_0078,hs04_0079,hs04_0080_1_cod,hs04_0080_2_cod,hs04_0080_3_cod,hs04_0080_4_cod,hs04_0080_5_cod,hs04_0080_6_cod,hs04_0080_X_cod,hs04_0081_01,hs04_0081_02,hs04_0081_03,hs04_0081_04,hs04_0081_05,hs04_0081_06,hs04_0081_07,hs04_0081_08,hs04_0081_09,hs04_0081_10,hs04_0081_11,hs04_0081_12,hs04_0081_13,hs04_0081_14,hs04_0081_15,hs04_0081_16,hs04_0081_17,hs04_0081_X_cod,hs04_0082,hs04_0083,hs04_0083_cod,hs04_0084,hs04_0085_01,hs04_0085_02,hs04_0085_03,hs04_0085_04,hs04_0086,hs04_0087,hs05_0088,hs05_0089,ponderadorhviv,area,region,departamento,qriqueza,cviv
722-019217-A-0071,722-019217-A,712,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,11. AGUA EMBOTELLADA,,,,,,,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,2.0,2.0,,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,09:53,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),2.8371100726903022,1. Urbana,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,0. CALIDAD MEDIA
722-019217-A-0101,722-019217-A,712,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,3. A UN POZO CIEGO/ABSORCIÓN,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,2.0,2.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,,,,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,19:46,5. NINGUNA SAL,,2.8371100726903022,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
722-019217-A-0041,722-019217-A,712,4. CUARTO(S) O HABITACION(ES) SUELTA(S),1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,3. A UN POZO CIEGO/ABSORCIÓN,2. COMPARTIDO CON OTROS HOGARES,3. GAS LICUADO (GARRAFA),,1. SI,1.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,11:02,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),2.8371100726903022,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
722-019217-A-0021,722-019217-A,712,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,3. A UN POZO CIEGO/ABSORCIÓN,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,18:26,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),2.8371100726903022,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
723-019268-A-0021,723-019268-A,713,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,11. AGUA EMBOTELLADA,,,,,,,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,3. A UN POZO CIEGO/ABSORCIÓN,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,2.0,1. CON PERROS,,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,12:33,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.4206867765270421,1. Urbana,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
723-019268-A-0061,723-019268-A,713,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,11. AGUA EMBOTELLADA,,,,,,,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,3. A UN POZO CIEGO/ABSORCIÓN,1. USADO SOLO POR SU HOGAR,4. GAS NATURAL POR RED (CAÑERIA),,1. SI,4.0,3.0,1. CON PERROS,,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,11:00,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.4206867765270421,1. Urbana,3. Llanos,7. Santa Cruz,4. CUARTO QUINTIL,1. CALIDAD ALTA
723-019268-A-0011,723-019268-A,713,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,3. LOSA DE HORMIGÓN ARMADO,,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,11. AGUA EMBOTELLADA,,,,,,,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,3. A UN POZO CIEGO/ABSORCIÓN,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,17:26,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.4206867765270421,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
723-019268-A-0041,723-019268-A,713,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,11. AGUA EMBOTELLADA,,,,,,,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,1.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,1. SI,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,2. NO,,,,,2. NO,18:00,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.4206867765270421,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
744-020312-A-0061,744-020312-A,724,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,3.0,2.0,1. CON PERROS,,,1.  CON GALLINAS,,,,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,10:56,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.859835995707417,2. Rural,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
744-020312-A-0051,744-020312-A,724,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,5.0,4.0,1. CON PERROS,,,1.  CON GALLINAS,,,,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,07:24,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.859835995707417,2. Rural,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
744-020312-A-0081,744-020312-A,724,1. CASA,1. ALQUILADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,1. CALAMINA O PLANCHA,,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,18:55,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.859835995707417,2. Rural,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
744-020312-A-0071,744-020312-A,724,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,19:21,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.859835995707417,2. Rural,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
751-021727-D-0051,751-021727-D,721,1. CASA,5. CEDIDA POR SERVICIOS,,5. MADERA,,2. NO,1. CALAMINA O PLANCHA,,2. TABLÓN DE MADERA,,1. SI,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,1. LEÑA,,1. SI,2.0,1.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,,,,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,6. LA ENTIERRAN,,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,16:06,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.086210601483816,2. Rural,3. Llanos,7. Santa Cruz,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
751-021727-D-0041,751-021727-D,721,1. CASA,5. CEDIDA POR SERVICIOS,,5. MADERA,,2. NO,1. CALAMINA O PLANCHA,,2. TABLÓN DE MADERA,,1. SI,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,3.0,1. CON PERROS,1.  CON GATOS,,1.  CON GALLINAS,,,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,Q. CANOA/BARCA/LANCHA,2. NO,5. LA QUEMAN,,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,14:59,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.086210601483816,2. Rural,3. Llanos,7. Santa Cruz,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
751-021727-D-0031,751-021727-D,721,1. CASA,5. CEDIDA POR SERVICIOS,,5. MADERA,,2. NO,1. CALAMINA O PLANCHA,,2. TABLÓN DE MADERA,,1. SI,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,,,,,,1.  NO TIENE ANIMALES,,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,6. LA ENTIERRAN,,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,15:30,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),1.086210601483816,2. Rural,3. Llanos,7. Santa Cruz,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
751-021727-D-0021,751-021727-D,721,1. CASA,5. CEDIDA POR SERVICIOS,,5. MADERA,,2. NO,1. CALAMINA O PLANCHA,,2. TABLÓN DE MADERA,,2. NO,10. RÍO/ACEQUIA/VERTIENTE NO PROTEGIDA,,996. ES EN EL SITIO,2. NO LA TRATA,,,1. TODO EL TIEMPO,1. SI,3. POZO ABIERTO (POZO CIEGO SIN PISO),,1. USADO SOLO POR SU HOGAR,1. LEÑA,,1. SI,2.0,1.0,,1.  CON GATOS,,1.  CON GALLINAS,,,,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,Q. CANOA/BARCA/LANCHA,2. NO,5. LA QUEMAN,,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,11:22,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),1.086210601483816,2. Rural,3. Llanos,7. Santa Cruz,1. QUINTIL INFERIOR,0. CALIDAD MEDIA
711-000130-A-0151,711-000130-A,711,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,18:20,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.6767456067279318,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
711-000130-A-0161,711-000130-A,711,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,1. CAÑERIA DE RED DENTRO DE LA VIVIENDA,,,,,,1. TODO EL TIEMPO,1. SI,1. BAÑO O LETRINA CON DESCARGA DE AGUA,2. A UNA CÁMARA SÉPTICA,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,3.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,1. SI,2. NO,2. NO,2. NO,,1. SI,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,15:26,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),0.6767456067279318,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
711-000130-A-0201,711-000130-A,711,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,2.0,1. CON PERROS,1.  CON GATOS,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,08:21,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),0.6767456067279318,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
712-001910-A-0021,712-001910-A,712,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,2. NO,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,6. CEMENTO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,2. NO,1.0,0.0,1. CON PERROS,1.  CON GATOS,,,,,,2. NO,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,5. LA QUEMAN,,1. SI,1. SI,1. SI,1. SI,1. SI,2. NO,13:57,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),3.7312296107502765,1. Urbana,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,0. CALIDAD MEDIA
712-001910-A-0051,712-001910-A,712,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,3.0,2.0,,1.  CON GATOS,,,,,,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,08:52,5. NINGUNA SAL,,3.7312296107502765,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
712-001910-A-0091,712-001910-A,712,1. CASA,6. PRESTADA POR PARIENTES O AMIGOS,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,8. LADRILLO,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,2.0,1.0,1. CON PERROS,,,,,,,2. NO,1. SI,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,2. NO,1. SI,1. SI,1. SI,2. NO,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,1. SI,1. SI,08:47,1. SAL EN BOLSAS CON SELLO,1. POSITIVO (COLOR MORADO),3.7312296107502765,1. Urbana,3. Llanos,7. Santa Cruz,2. SEGUNDO QUINTIL,1. CALIDAD ALTA
712-001910-A-0131,712-001910-A,712,1. CASA,2. PROPIA TOTALMENTE PAGADA,,1. LADRILLO/ BLOQUE DE CEMENTO/ HORMIGÓN,,1. SI,2. TEJA (CEMENTO/ ARCILLA/ FIBROCEMENTO),,7. MOSAICO / BALDOSAS / CERÁMICA,,1. SI,"2. CAÑERIA DE RED FUERA DE LA VIVIENDA, PERO DENTRO DEL LOTE  O TERRENO",,,,,,1. TODO EL TIEMPO,1. SI,2. LETRINA DE POZO CIEGO CON PISO,,1. USADO SOLO POR SU HOGAR,3. GAS LICUADO (GARRAFA),,1. SI,4.0,1.0,1. CON PERROS,,,,,,,1. SI,1. SI,2. NO,1. SI,1. SI,2. NO,2. NO,2. NO,1. SI,2. NO,1. SI,2. NO,2. NO,1. SI,2. NO,2. NO,2. NO,,2. NO,2. UTILIZAN EL SERVICIO PÚBLICO DE RECOLECCIÓN (CARRO BASURERO),,1. SI,1. SI,1. SI,1. SI,2. NO,1. SI,17:11,1. SAL EN BOLSAS CON SELLO,2. NEGATIVO (NO CAMBIA DE COLOR),3.7312296107502765,1. Urbana,3. Llanos,7. Santa Cruz,3. QUINTIL INTERMEDIO,1. CALIDAD ALTA
